season,award,rank,source,ballots,name,team,points,first_place,place_votes
2018,MVP,1,totals,,James Harden,HOU,965,86,86 15 0 0 0
2018,MVP,2,totals,,LeBron James,CLE,738,15,15 79 7 0 0
2018,MVP,3,totals,,Anthony Davis,NOP,445,0,0 7 70 14 4
2018,MVP,4,totals,,Damian Lillard,POR,207,0,0 0 12 40 27
2018,MVP,5,totals,,Russell Westbrook,OKC,76,0,0 0 6 10 16
2018,MVP,6,totals,,Giannis Antetokounmpo,MIL,75,0,0 0 1 18 16
2018,MVP,7,totals,,Kevin Durant,GSW,66,0,0 0 3 10 21
2018,MVP,8,totals,,DeMar DeRozan,TOR,32,0,0 0 1 7 6
2018,MVP,9,totals,,LaMarcus Aldridge,SAS,6,0,0 0 0 1 3
2018,MVP,10,totals,,Jimmy Butler,MIN,5,0,0 0 1 0 0
2018,MVP,11,totals,,Stephen Curry,GSW,5,0,0 0 0 1 2
2018,MVP,12,totals,,Joel Embiid,PHI,4,0,0 0 0 0 4
2018,MVP,13,totals,,Victor Oladipo,IND,2,0,0 0 0 0 2
2018,DPOY,1,totals,,Rudy Gobert,UTA,466,89,89 6 3
2018,DPOY,2,totals,,Joel Embiid,PHI,163,2,2 44 21
2018,DPOY,3,totals,,Anthony Davis,NOP,139,5,5 25 39
2018,DPOY,4,totals,,Paul George,OKC,38,2,2 8 4
2018,DPOY,5,totals,,Al Horford,BOS,37,1,1 7 11
2018,DPOY,6,totals,,Draymond Green,GSW,20,1,1 3 6
2018,DPOY,7,totals,,Jrue Holiday,NOP,11,1,1 2 0
2018,DPOY,8,totals,,Robert Covington,PHI,8,0,0 1 5
2018,DPOY,9,totals,,Kevin Durant,GSW,7,0,0 2 1
2018,DPOY,10,totals,,Jaylen Brown,BOS,5,0,0 1 2
2018,DPOY,11,totals,,Klay Thompson,GSW,4,0,0 1 1
2018,DPOY,12,totals,,Steven Adams,OKC,3,0,0 1 0
2018,DPOY,13,totals,,Jimmy Butler,MIN,3,0,0 0 3
2018,DPOY,14,totals,,Clint Capela,HOU,2,0,0 0 2
2018,DPOY,15,totals,,Jusuf Nurkic,POR,1,0,0 0 1
2018,DPOY,16,totals,,Andre Drummond,DET,1,0,0 0 1
2018,DPOY,17,totals,,Victor Oladipo,IND,1,0,0 0 1
2018,MIP,1,ballots,58.0,Victor Oladipo,IND,286,57,57 0 1
2018,MIP,2,ballots,58.0,Clint Capela,HOU,36,1,1 7 10
2018,MIP,3,ballots,58.0,Andre Drummond,DET,16,0,0 4 4
2018,MIP,4,ballots,58.0,Steven Adams,OKC,14,0,0 4 2
2018,MIP,5,ballots,58.0,Jamal Murray,DEN,14,0,0 3 5
2018,MIP,6,ballots,58.0,Jaylen Brown,BOS,12,0,0 3 3
2018,MIP,7,ballots,58.0,Clint  Capela,HOU,12,0,0 4 0
2018,MIP,8,ballots,58.0,Julius Randle,LAL,9,0,0 1 6
2018,MIP,9,ballots,58.0,Lou Williams,LAL,8,0,0 2 2
2018,MIP,10,ballots,58.0,Clin t Capela,HOU,6,0,0 2 0
2018,MIP,11,ballots,58.0,Spencer Dinwiddie,BKN,6,0,0 0 6
2018,MIP,12,ballots,58.0,Jamal  Murray,DEN,6,0,0 2 0
2018,MIP,13,ballots,58.0,Spence r Dinwiddie,BKN,6,0,0 2 0
2018,MIP,14,ballots,58.0,Jayle n Brown,BOS,6,0,0 2 0
2018,MIP,15,ballots,58.0,Spenc er Dinwiddie,BKN,6,0,0 2 0
2018,MIP,16,ballots,58.0,C lint Capela,HOU,6,0,0 2 0
2018,MIP,17,ballots,58.0,Jaylen  Brown,BOS,6,0,0 2 0
2018,MIP,18,ballots,58.0,Spen cer Dinwiddie,BKN,6,0,0 2 0
2018,MIP,19,ballots,58.0,DeMar DeRozan,TOR,4,0,0 1 1
2018,MIP,20,ballots,58.0,Ja ylen Brown,BOS,3,0,0 1 0
2018,MIP,21,ballots,58.0,Steven  Adams,OKC,3,0,0 1 0
2018,MIP,22,ballots,58.0,Dejoun te Murray,SAS,3,0,0 1 0
2018,MIP,23,ballots,58.0,E'Twaun Moore,NOP,3,0,0 0 3
2018,MIP,24,ballots,58.0,Tobias Harris,LAL,3,0,0 1 0
2018,MIP,25,ballots,58.0,Steve n Adams,OKC,3,0,0 1 0
2018,MIP,26,ballots,58.0,Joe Ingles,UTA,3,0,0 0 3
2018,MIP,27,ballots,58.0,Nikola Jokic,DEN,3,0,0 1 0
2018,MIP,28,ballots,58.0,Domantas  Sabonis,IND,3,0,0 1 0
2018,MIP,29,ballots,58.0,E'Twaun  Moore,NOP,3,0,0 1 0
2018,MIP,30,ballots,58.0,Cl int Capela,HOU,3,0,0 1 0
2018,MIP,31,ballots,58.0,Tyreke Evans,MEM,3,0,0 1 0
2018,MIP,32,ballots,58.0,Andre  Drummond,DET,3,0,0 1 0
2018,MIP,33,ballots,58.0,A ndre Drummond,DET,3,0,0 1 0
2018,MIP,34,ballots,58.0,Cli nt Capela,HOU,3,0,0 1 0
2018,MIP,35,ballots,58.0,Kris Dunn,CHI,2,0,0 0 2
2018,MIP,36,ballots,58.0,Terry Rozier,BOS,2,0,0 0 2
2018,MIP,37,ballots,58.0,Fred VanVleet,TOR,1,0,0 0 1
2018,MIP,38,ballots,58.0,Aaron Gordon,ORL,1,0,0 0 1
2018,MIP,39,ballots,58.0,TJ Warren,PHX,1,0,0 0 1
2018,MIP,40,ballots,58.0,Taurean Prince,ATL,1,0,0 0 1
2018,MIP,41,ballots,58.0,Montrezl Harrell,LAL,1,0,0 0 1
2018,MIP,42,ballots,58.0,Josh Richardson,MIA,1,0,0 0 1
2018,MIP,43,ballots,58.0,Dejounte Murray,SAS,1,0,0 0 1
2018,MIP,44,ballots,58.0,Giannis Antetokounmpo,MIL,1,0,0 0 1
2018,ROY,1,ballots,59.0,Ben Simmons,PHI,272,53,53 2 1
2018,ROY,2,ballots,59.0,Donovan Mitchell,UTA,102,6,6 24 0
2018,ROY,3,ballots,59.0,Jayson Tatum,BOS,55,0,0 0 55
2018,ROY,4,ballots,59.0,Donovan  Mitchell,UTA,36,0,0 12 0
2018,ROY,5,ballots,59.0,Do novan Mitchell,UTA,12,0,0 4 0
2018,ROY,6,ballots,59.0,Donova n Mitchell,UTA,12,0,0 4 0
2018,ROY,7,ballots,59.0,Don ovan Mitchell,UTA,12,0,0 4 0
